Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
22,9.785347922413074,3.2,8.308543883381494,2.6,0.05838245891733501,3.3005006823066196,High
23,8.387713897097317,0.7,9.093020044718266,2.6,2.1706566739742827,3.2164964927083037,High
24,5.67884059571842,1.7,8.637254617659531,5.2,2.0227171032022753,2.846510060711893,Moderate
25,5.0,2.0,6.8337829933992635,1.3,8.332717982429603,2.61332628406329,Low
26,9.791792686185442,1.3,7.310578467096597,3.8,1.6997271734503692,3.216409382433791,High
27,6.666217531057649,3.9,9.60685279580825,0.9,2.6178024507358044,2.6682576689404884,Moderate
28,6.920017837879584,0.1,8.190413192627002,3.0,6.371248877233539,2.8199055842474157,Moderate
29,5.0,1.1,9.449321253102578,1.4,6.870934617298261,2.800270526348063,Low
30,10.0,1.0,8.458918381503057,3.6,0.6595486462042888,3.2260958471123087,High
31,6.433062096795083,2.9,6.432708976987321,3.8,4.369336149748742,3.1154123303439953,Moderate
32,5.551136161266914,3.3,6.461507339123716,1.1,7.8238870316146585,3.235326589542306,Low
33,5.073502963062567,2.4,8.576177298523453,0.1,8.187988627820133,2.502974210712595,Low
34,8.349754580682504,0.7,8.678485737453041,2.3,4.377961344107704,3.2201543079381105,High
35,9.952792593504558,0.6,6.4826278515436275,0.7,6.239663844773831,3.6256874076743073,High
36,8.5382923607637,2.2,7.648498715913866,1.2,3.7728394886904737,3.1568418265460028,High
37,5.493279536998284,3.6,10.0,3.4,1.9394148412188716,2.556872214183771,Low
38,8.732416061998478,3.6,9.394720621223309,1.9,0.6087614495835812,3.07982774422492,High
39,8.07895209621182,0.3,5.592043916157266,5.4,4.138551238908117,3.240315106144676,High
40,5.0,0.6,7.6478712831913525,4.2,6.6514847636100765,2.6247296421279187,Low
41,8.106883936510142,0.9,8.62765313225805,1.4,5.226632103600664,3.5261319861393927,High
42,8.54822224376789,3.4,8.254649485792836,2.3,1.7876233529745211,3.1030018745895167,High
43,5.851759189945131,1.5,6.290593589797049,1.5,8.931121039343338,2.9058222438367705,Low
44,10.0,2.5,8.566965960918948,1.5,1.2310510507367174,3.451828034134467,High
45,8.592924642163979,2.0,5.711210857474215,4.3,3.955313110342315,2.901042537432571,Moderate
46,10.0,3.8,9.55519942887855,0.3,0.5880507642079112,3.5002832445752436,High
47,5.411116774171579,3.7,7.050419608993269,5.8,2.4753661792128105,2.633022128327422,Low
48,9.825923148602362,1.3,5.630143217542,3.3,4.19327315016813,3.114896146713469,High
49,9.656106327347926,2.8,7.846895924177069,0.3,3.466124709507966,3.475112832982371,High
50,9.541088065210538,3.0,8.51830445662426,2.2,0.868340165310055,3.1238521475446435,High
51,7.270964755591077,1.2,9.266824036957358,4.9,1.9534991889352102,3.158343364666453,Moderate
52,9.306729148713698,2.6,8.470236479432184,3.1,0.7198003042395231,3.938764761117473,High
53,9.548471179719785,1.4,7.0197309615894765,0.6,5.360589128915352,3.387947479118845,High
54,7.4756346715718305,2.2,6.237519909569824,3.5,4.997871911716322,3.252871921156993,Moderate
55,5.226412279024487,0.1,9.271628717079544,2.2,7.380723637288303,2.8083225573285775,Low
56,8.852305675164619,0.9,8.212719089283707,0.5,5.82890281773644,3.1291554067828873,High
57,5.750896482787213,2.1,7.959745100953946,3.8,4.9926261734258395,2.365357011555222,Low
58,9.329501252750473,1.1,7.414038138733346,0.5,5.989614435604036,3.2994893339456595,High
59,5.287003736900818,3.9,9.376620686864342,4.0,1.753223897816413,2.489864031848489,Low
60,5.456283014846704,1.0,7.670474777402666,4.3,5.42023850667584,2.7453552379450623,Low
61,8.276286941589628,1.1,9.873481768113342,3.5,1.1958536417203434,3.597649771179249,High
62,7.797573810467116,1.0,7.119052678535458,4.5,4.4258936054541165,3.3561179970997825,Moderate
63,6.5,0.5,5.004377629179162,0.2,13.0,2.8636431259012887,High
64,7.57559726349532,0.4,7.311477666390941,2.8,5.999804520143549,3.278984379030699,Moderate
65,6.047500313633,1.7,7.054429419385109,3.7,6.028569633770637,2.7845488817401876,Low
66,7.231195270718824,2.5,7.624583907079636,5.1,2.070750095674499,3.051356445877828,Moderate
67,8.134210773665657,0.7,5.152768050220799,3.9,5.828798535706247,3.3082275341119667,High
68,9.953564151093497,2.3,6.877571230976008,3.3,1.9438550473840643,3.378383144065239,High
69,7.181371618586116,2.2,9.671800367731365,1.9,2.669396923613474,3.1765346969012365,Moderate
70,5.016446959668401,1.3,8.535415965318958,0.1,7.8073335859060915,2.680199785107749,Low
71,9.101197316479983,1.1,5.534121803222372,4.2,3.78322074207887,3.5228923554633975,High
72,8.836083990747335,3.2,6.35280465014546,1.0,4.433570848861671,3.299654291719907,High
73,9.068031696880876,3.2,9.951912117153094,0.8,1.3590919749740806,3.4811125468816435,High
74,6.726618326343682,3.7,9.72477428237318,1.8,2.558010018332751,2.87692190494668,Moderate
75,8.650063414840957,3.0,5.1352605104473374,5.4,1.31589921261829,3.582824834599662,High
76,6.321030470679889,3.6,6.652613228638616,0.1,6.2814566969195464,2.9256934981645606,Moderate
77,9.802499265451923,0.4,5.816341260504199,5.7,2.2110953717237236,3.438276256748268,High
78,8.351537041383358,1.8,6.355725000147758,2.0,5.321145599169289,3.3526876281495253,High
79,7.906074765235409,3.0,8.8813069337622,2.8,1.2103625511877916,3.1521995996970307,High
80,5.651380120522909,2.2,7.047006847099723,5.3,3.710151703869737,2.574243767026025,Low
81,7.3769219164744975,0.5,6.032303201845128,4.6,6.237519768288693,2.8803631946867734,High
82,6.5,2.8,5.658185256701089,4.9,5.059430123498074,2.879352936469787,High
83,7.837961862725926,0.3,5.423357017280192,5.9,3.9724249951885393,2.9323162541800123,High
84,8.681982516165478,3.8,9.788816083938041,0.9,0.07974863583775352,3.087922402524987,High
85,7.295833573837942,0.3,9.20785690043206,3.4,4.285399969180329,3.2611203612680235,Moderate
86,6.5,2.0,5.094072642049245,2.8,8.22549715656512,2.8488536479495448,High
87,6.5,0.5,5.354518988324462,3.9,8.855471012547572,2.895235710649303,High
88,9.690459797781505,1.5,5.885125396754635,5.2,1.2422927303135096,3.756601184333785,High
89,6.5,3.9,5.0,5.8,3.4624067782157573,2.9285327757832746,High
90,5.380029635605499,2.2,10.0,3.1,3.3628586757854055,2.833390989145483,Low
91,8.347880786192992,2.8,7.9829616068629266,3.6,2.2437638742093604,3.3997551986571444,High
92,5.126055054581896,1.1,9.818483103856844,5.3,2.34213296051961,2.85147020030511,Low
93,6.828678550754054,2.5,6.170393345463909,1.1,6.632992195452936,2.6765936906560577,Moderate
94,8.212940136967065,0.3,9.544510437514736,5.8,0.0,3.120938197517372,Moderate
95,8.635950144477082,2.1,6.6655864688916795,4.9,2.092889991499084,3.104729626647885,High
96,9.726419148257714,3.3,9.170615184284719,1.0,0.6034043612836383,3.579234435806584,High
97,8.263931382931476,1.7,9.865103530421466,3.9,0.7982133381662999,3.493541138518332,High
98,10.0,0.6,8.245313481878874,2.1,3.231437545556478,3.3497736684887593,High
99,8.956818663289024,3.4,9.330883835969859,0.7,1.0996935809246,3.0595927976564625,High
100,5.0276281822384234,3.5,9.034101498418432,6.0,0.09118297257844059,2.7571746428007278,Low
101,9.854224699094216,2.2,8.969482196064044,2.8,0.13508062082059702,3.422832936535613,High
102,7.223739576997936,0.5,9.85128151133849,3.6,2.658297702636216,3.134275705225194,Moderate
103,6.568498837386928,2.7,7.866562847441822,2.1,4.88801284112769,2.9443090251390642,Moderate
104,7.900347595492503,3.1,8.155123696712508,4.9,1.1484627692392468,3.028593714618492,Moderate
105,8.528258463058721,2.2,9.294496186116845,1.9,2.7614821532988048,3.2860161584433554,Moderate
106,7.62791597420421,0.9,5.932725690134973,0.1,8.834922369500243,3.5243969290340433,High
107,7.092309876455458,2.4,6.274415715191285,2.6,5.147550628292611,3.0400440930156485,Moderate
108,6.971183897738703,3.1,7.382941264834279,3.7,3.089195722287606,3.2276356426808093,Moderate
109,9.314423970719119,3.8,6.140629123396375,4.8,0.661002097769285,3.010092332112258,High
110,7.2732187308407195,3.9,7.508950136137991,1.7,3.4557875770402418,3.0905693237524137,Moderate
111,8.198146811110261,1.0,5.567631310421328,0.8,8.545276989059074,3.319522746602694,High
112,6.3890165354696125,1.4,9.667554554482269,2.8,4.357151091325818,2.724817151717037,Low
113,8.718212909915874,0.7,5.807164929107783,0.2,8.829174395656521,3.1855619022284474,High
114,6.5,0.4,5.764136691631801,2.8,9.159754801473714,2.739928931034076,High
115,5.531197122962074,1.5,7.257410859038234,4.1,4.98776330467234,2.78446919694692,Moderate
116,9.481110019300948,3.7,5.1173729229064016,1.6,4.290417626407863,3.437039537034246,High
117,8.79985556904124,3.0,6.23808294296369,1.3,4.537274378199167,3.293134915161836,High
118,8.294064445018295,1.5,7.592397307210061,4.5,2.374370652581587,2.7553767090026815,High
119,5.13818820717248,1.0,8.388087349365263,5.4,3.7033682889405384,3.4107549067909515,Low
120,5.328668871134757,1.8,7.479927096949688,1.5,7.4126408879784345,3.088626990379138,Low
121,6.5,1.5,5.0,1.9,9.599693174949186,2.8477572840972414,High
122,5.459146579804708,3.6,8.219791869939646,4.1,2.900341844002968,2.6222108501450094,Low
123,8.899442939422661,2.0,5.1000045657568815,3.2,4.688864470423653,3.5995437007529483,High
124,6.992688063053491,0.5,6.507013791710786,2.2,7.64712686129732,3.1933835629031355,Moderate
125,8.594454526784306,2.3,7.024054043190288,5.9,0.7427373186426373,2.948599110755213,High
126,5.712923674221339,0.6,6.17352636491207,1.0,10.409658917246919,2.94965907899066,Low
127,6.5,1.1,6.203019109059479,5.4,5.856348045609564,3.00032626535702,High
128,7.422271455697,3.9,5.508706949153062,2.4,5.098210920961757,2.873811361072938,High
129,10.0,3.5,9.035843319701826,0.4,1.4571994729356568,3.591114450956268,High
130,9.218083273147672,2.2,7.606826130660443,1.2,3.057834057328767,3.293423103362215,High
131,9.189557651286961,0.7,6.905153204286061,2.6,5.27164417075992,2.994900095704969,High
132,5.746177625745631,2.4,6.170043865906339,3.5,6.134009105712127,2.966892255958608,Low
133,5.965093044638396,1.9,7.804931545314518,0.3,8.47837951510142,2.6810980354134264,Low
134,5.472328401203153,4.0,6.578605179862219,4.9,2.9059568755805043,2.7362044611160026,Low
135,6.904491373310688,2.7,8.484165081066502,3.6,2.747211226747675,2.410059712755351,Moderate
136,6.955013524359079,3.7,9.017269056853003,4.2,0.19590088756543392,2.8324237632428355,Moderate
137,6.4566590403481845,2.9,10.0,1.1,4.488272546409261,2.872446695519833,Low
138,8.179426538148602,3.4,5.760497262790344,4.8,1.783078849469187,3.1923152031153865,High
139,6.5,0.7,5.497254897589947,4.9,6.572705257624329,2.9759547417011785,High
140,6.520427828568502,3.5,7.0915984862046075,4.9,2.0895425966548142,3.5029557424667366,Moderate
141,6.794513053423841,1.5,7.256165790521636,1.8,6.534936933348279,3.0752517344703665,Moderate
142,6.213112837150504,3.6,7.9362139206732545,3.3,4.071075242134019,3.2533915735080496,Moderate
143,9.19507061678894,2.5,5.685537152402682,5.6,1.1924011327684496,3.265199255363969,High
144,5.537433993446154,3.2,7.985812545880091,3.2,3.791411783408651,3.0997118824721017,Low
145,9.156317592569772,3.2,6.226008375336131,1.7,3.990660710328556,3.5540259227010726,High
146,5.0,2.3,8.247689149812148,5.3,2.3097538222187146,2.5752868118875964,Low
147,6.5,3.3,5.628296046914329,5.1,3.19708023214317,2.902866004273433,High
148,9.217037785316784,0.6,6.698328548404321,4.3,3.8644981766238726,3.196828467792839,High
149,8.21774993303944,2.6,8.465140214692074,2.3,1.5878942105751375,3.121781135355338,High
150,5.57449090870085,3.6,7.380009686605577,2.4,4.4574184519893825,2.6463681237828243,Low
151,7.475004899447947,3.8,5.6812246106768205,3.5,3.471673512172397,3.5768245662780864,High
152,5.346391769030198,3.5,10.0,3.2,2.3397122440489606,2.8265746203970465,Low
153,8.003297788448643,3.7,8.612820878896231,0.5,2.564005663677465,3.607662795355799,High
154,6.613375940247549,2.9,9.448343167146245,4.0,0.2591281126927434,3.2762213856928493,Moderate
155,7.031543889041368,0.5,9.694427157846293,5.0,1.6526984621119487,3.1212148653590797,Moderate
156,7.918372566224461,1.6,5.132089918655056,2.0,7.518755770164543,3.4500479642349946,High
157,9.043859101829604,0.0,6.808359365216199,2.4,5.567826624839584,3.526626615654882,High
158,6.824803788620498,1.4,9.101458839881595,2.7,4.429110400804744,2.9795273135451334,Moderate
159,7.078052058023566,1.8,6.015726903839751,1.1,9.093128445981261,2.4138742421045696,High
160,9.049073737791852,1.4,8.036803654632738,3.2,2.097667548242304,3.3928069536452186,High
161,6.5,2.7,5.500506571982755,5.8,4.5573187094587855,2.6839230677606807,High
162,5.851588917088357,4.0,7.101620245801968,3.6,3.372686134524033,2.5428023237638997,Low
163,5.25442101693805,3.0,6.159975606364129,5.4,4.3145146161182035,2.7450579174326015,Low
164,5.0,1.9,7.396358670620131,0.4,8.604516275718458,2.701671077051367,Low
165,8.959936965594913,1.8,7.532329893679418,2.5,3.5228492188749794,3.610249668783944,High
166,5.470207513723504,0.7,9.391245133855854,5.7,2.609391903003208,2.5223605710571224,Low
167,7.362124814442679,1.1,7.858721801391193,2.5,5.433964684183287,3.360632462411936,Moderate
168,5.36023711512988,0.9,5.892721299692341,4.0,7.26661650439342,2.934538694804492,Low
169,5.397301668481377,0.4,8.971763680629655,1.1,8.386642264234238,2.4830811709561447,Low
170,5.717261707322078,1.0,8.751095086257216,5.1,4.216642191811807,2.939191245791274,Low
171,9.364468767206384,1.6,8.618455631124128,1.0,4.165225814007337,3.4574590188808654,High
172,5.0,0.3,6.182116030431166,0.2,12.03058208281594,2.6461208376198146,Low
173,5.992864529226688,2.3,7.122096978497658,5.4,3.237314833463281,2.7650173467972317,Low
174,6.543504588889776,1.5,7.776141573932885,1.6,6.359696106816255,3.0891698142355297,Moderate
175,8.147339165355282,1.6,7.478727901246644,2.6,4.242220312072574,3.2767521183768706,High
176,8.977890727278094,0.6,9.146736873501256,2.6,2.748855656455182,3.3025849160714307,High
177,9.438525958255193,3.2,7.22298067549417,0.1,3.9464408880537123,3.514051433238183,High
178,8.781620072582983,1.0,5.800987111988203,5.0,4.1068315887081575,2.915386422581913,High
179,9.717411542310112,2.1,5.270029404282464,1.6,3.9785268941863032,3.550150342671334,High
180,5.5,2.2,8.06429689151975,5.0,1.8830077393086848,2.7413295531588058,Moderate
181,6.5,0.0,6.061352265481847,5.4,6.907288745165262,3.0560571701316834,High
182,7.742253151914791,2.7,5.923764514341242,5.5,2.0691350736906644,3.411721555824105,High
183,7.221746691612103,1.5,7.174897326069104,0.3,7.111737175880532,3.0768757623687604,Moderate
184,5.446674323656292,2.4,6.906746354479446,2.3,7.623768938459515,2.6098812127116893,Low
185,6.428813429293031,1.4,8.59131748030557,1.8,6.001937147703764,2.682974850548609,Moderate
186,8.275899261439486,3.7,8.815300187794021,0.7,2.3097093351253455,3.7708667314575655,High
187,5.287475438691605,1.0,8.11985742681354,0.3,9.545836566956835,3.2839097387973335,Low
188,6.5,3.1,5.3897213601519445,0.5,8.2131949006212,2.9665787151050274,High
189,8.782009488139007,2.0,8.181727895453582,2.2,3.1428760640713205,3.530546305620026,High
190,9.578050382770613,2.8,7.036502495519782,3.4,2.353972761377672,3.2674491437038458,High
191,6.965556114149077,0.4,9.900961760885325,0.8,6.365679880324986,3.0463049180723165,Moderate
192,6.248571511179277,2.2,9.646581160332603,4.4,2.2709919506329377,2.9634463256028947,Low
193,8.969057528071659,2.6,8.672886757515464,3.3,0.33473026639013104,3.2900427554334493,High
194,6.746483872660482,4.0,9.399004782891494,0.2,3.955823358689828,2.581840274954848,Moderate
195,8.421245720518437,3.7,6.283259057522082,3.4,2.408854997831898,3.0686503569826113,High
196,9.15415321477283,3.9,9.447060202596475,0.4,0.37221763745897996,3.557184421644277,High
197,9.208282938579078,3.4,6.684986039445193,3.9,0.9696812897925676,3.4009846488575235,High
198,6.5,0.5,5.0,4.2,7.810832297016435,2.840703604143675,High
199,6.5,2.9,5.0,1.9,7.050263538294265,3.2792425417114437,High
200,5.774704689278103,2.5,9.495487360795934,3.4,2.1273398406654427,2.989330479382666,Moderate
201,5.963558629923558,0.1,9.157270219841529,0.1,8.498088322820104,2.923023240903943,Moderate
202,9.790714418443654,3.2,9.403249728610819,0.4,0.533726860240539,3.6611570403213602,High
203,9.32760527909656,1.6,7.562182850884123,3.8,2.4290333560794024,3.2345400011805023,High
204,7.336362529117341,3.0,6.836024231315237,0.7,6.961367864612274,3.3902395791275284,Moderate
205,6.167362240218423,1.1,6.916868077574018,1.4,8.187398996832643,3.0640428102475434,Moderate
206,7.490379619221404,2.7,6.022804634420298,5.7,2.27386847555012,3.0652826138236375,Moderate
207,10.0,0.4,7.102653592009084,5.3,2.5821525708624407,3.307192190194232,High
208,7.865365965971639,0.7,10.0,1.2,3.8451296198223632,3.3718827836767153,High
209,10.0,2.6,8.336638405950472,1.9,2.005214394030707,3.3605422458205427,High
210,6.247342645080263,0.7,8.796939284352291,2.1,6.075724678390498,2.7882899783370556,Moderate
211,5.389438219509873,3.9,9.410253314717373,5.0,0.274899069620848,3.1195196738483086,Low
212,8.59750099216066,0.6,9.190184442029361,1.3,4.742624650093093,3.208979267057799,High
213,6.438633594337361,2.1,8.16616289608365,3.5,4.498776920695585,2.8545843232829338,Moderate
214,9.33950094130145,3.8,9.26007706739662,1.2,0.34173317979279655,3.4189160453359912,High
215,8.473037780690461,2.2,5.363974426479377,2.5,5.752230109961264,2.926679193067028,High
216,8.624766593471984,2.0,5.813949698926317,1.3,6.64228944394872,3.1406949104666255,High
217,8.444158290244888,0.3,9.662856210732867,3.0,2.998326474456222,3.770563884830933,High
218,8.936666734869332,1.4,8.543223172030826,2.9,2.067675121507236,3.2550963215733746,High
219,6.071622535391282,3.5,9.515732721006879,3.4,1.980812989860052,3.077536854019493,Moderate
220,7.940756136080459,2.7,7.9840662713320745,3.5,1.0613173337665294,3.305721899838446,High
221,6.071565425228758,3.5,9.886892034588815,0.2,5.39703126898757,2.84463397230145,Low
222,6.5,3.0,5.962754633060665,4.9,3.5368331663360353,2.991582217022604,High
223,9.46129795331249,2.0,5.981307836664377,1.7,6.104101712803266,3.424299674037381,High
224,8.089319963965714,1.0,7.842255421965256,3.2,3.5517456041308666,3.2002978229150574,High
225,8.661564440137534,0.4,8.5931964243348,3.2,2.7047728842379164,3.2650170827077827,High
226,8.20340225068926,3.7,5.625639348460164,5.6,0.940418337142938,3.301714918018845,High
227,8.71797290116625,0.3,6.619170215893697,4.2,4.593995310438306,3.297546076340325,High
228,6.772145577210559,2.5,5.785041695252506,5.2,4.578763670711517,2.8889640985660465,High
229,9.637578025343613,3.9,8.49948759501014,0.2,1.167429555572659,3.909293188320881,High
230,8.89051718225958,1.8,6.671475555608166,6.0,1.374752598545347,3.2638644765605425,High
231,7.731674201192653,1.8,6.148738901404599,4.8,4.502057345467495,2.8842540883532064,High
232,5.427031627795557,2.7,8.511394349666196,1.6,6.172917039105531,2.8961219335566337,Low
233,9.997822662129142,0.6,6.911701097422704,5.7,0.6800309252257126,3.7756546279731813,High
234,7.325505475986485,1.1,10.0,2.5,3.8616598188987443,2.9191414723386666,Moderate
235,9.889465404537637,0.9,6.468797479394624,0.2,7.268692284456981,3.123826011003335,High
236,9.796783998725525,1.9,9.979875355937114,0.6,2.352463272318944,3.627802796426568,High
237,9.752039726561806,3.1,8.961304306162686,2.3,0.36579357567645365,3.5180450539391726,High
238,5.815647759475993,0.1,9.66783240301331,3.7,4.636671714268398,3.115490379331131,Low
239,9.24563967084505,1.9,5.576379262328186,0.8,6.492654630648263,3.1648746746778356,High
240,6.5,2.0,5.492235540275792,3.5,7.0938666220521815,3.244751339064345,High
241,6.727388622395615,3.2,6.609340455883493,2.7,5.4271659697700265,2.9114687858825055,Moderate
242,8.093151208054868,1.2,8.245442507394207,5.2,1.0933747881275981,2.6797003195584104,Moderate
243,9.1078642293386,0.2,7.085422506551723,0.6,6.803071162076859,3.2603163757816915,High
244,7.661064930181182,2.8,7.574389123904313,0.1,5.445306949121319,3.0271296810449897,High
245,6.880289262743834,2.1,5.466639672764836,2.1,8.110235426578452,2.814614845596902,High
246,7.893760357079478,2.8,8.991913249069437,0.9,3.7510764921815523,3.078974068967567,Moderate
247,6.052515290335416,0.4,8.264603137986624,4.2,5.2293820005529685,2.800891649193654,Low
248,7.9576744115493785,3.5,8.750243940063832,2.7,0.6009502759612688,3.1127688321780718,High
249,6.5,3.3,5.2118037222249365,5.4,3.562747214062944,3.2672647781575366,High
250,7.40813729571269,2.6,8.039698050503604,4.4,2.1482279384000047,3.188283604494191,Moderate
251,5.0,0.2,6.119686751885758,1.0,11.146474587020784,2.698170901256517,Low
252,10.0,1.3,5.769971904565548,4.7,2.3436695922661674,3.565774005924426,High
253,8.63608806507768,2.0,7.944715871199736,4.2,1.9014598134716225,3.283757232994745,High
254,6.594959315874345,2.7,5.0,0.2,9.585710085814346,2.800936632993904,High
255,5.954661894104247,1.9,9.062839665083125,4.4,2.1438879917239864,2.901689308396945,Moderate
256,6.640988527903859,1.5,10.0,0.2,5.885312013843412,3.2608774713896778,Moderate
257,9.191330246525084,2.3,6.678773421281367,3.8,1.1679425708080293,3.6265997746728464,High
258,9.039100463489293,1.7,6.735272259079947,3.6,2.8024690914852277,3.432334157480537,High
259,9.503825121171863,0.8,8.55334096990774,3.5,1.7771220693898568,3.3642293195731923,High
260,8.64081251889623,3.6,5.789163398652875,1.4,4.3032839006146375,3.3975462190446772,High
261,9.931595486536004,0.7,9.387543830227894,2.0,1.9873799845039393,3.471135475413501,High
262,7.138990987019056,2.1,7.1357261254553075,3.6,4.395423907575894,2.9707610376422,Moderate
263,5.672131513457079,1.6,9.659963243586946,1.5,5.2355954742723725,2.616910256467664,Low
264,9.35347219150268,0.5,10.0,2.2,2.470316375006319,3.5602510056940107,High
265,6.5,0.3,5.598655361460798,3.1,8.61031091266499,3.1538805364878386,High
266,7.353357545741398,1.0,7.956719312000046,4.2,3.270607454346714,3.019468327783485,Moderate
267,6.5,0.7,5.0,4.4,7.985760643566782,2.840422586821484,High
268,8.804549140226158,3.2,8.00279415975844,3.2,0.726277352391662,3.7892862528722766,High
269,6.399929698764118,0.4,6.647390715769665,0.3,10.984159191802398,2.9576831494439757,Moderate
270,5.0118509382828815,0.5,7.244766120364851,5.6,5.359470201339959,2.767225937557259,Low
271,6.780126911217525,2.0,5.0,0.9,9.374688070643115,3.190818407406948,High
272,6.876585567208636,2.1,7.0751879533139554,4.0,2.7943061162336913,3.105477637372476,Moderate
273,5.444448860702663,0.1,6.618379826411162,4.2,7.607363491319574,3.011563736506079,Low
274,9.801243420074256,0.4,8.95323492401828,2.4,3.6203771607489728,3.305419664863365,High
275,9.000074664686194,0.7,8.61811749979432,4.6,0.875464755777056,3.436343348814792,High
276,7.449996387872169,2.5,9.183931034804624,2.7,1.9761749932567338,3.0468110066843805,Moderate
277,5.089943099509327,3.7,8.629855190055086,4.1,2.748721400019937,2.84609558186441,Low
278,6.905668255130059,2.6,5.428150409323976,3.9,5.329066533639592,2.914309457927804,High
279,9.926329701393911,0.2,9.786514434790739,1.6,2.494993568886827,3.5326731103485813,High
280,8.39258221906359,3.0,9.112462268291422,1.5,1.8688786242832898,3.15079283884355,Moderate
281,6.302564708474974,2.7,9.422534653273907,4.3,1.5126797675325494,2.9917623694155138,Moderate
282,8.99193794826516,0.5,6.938237624751301,0.0,7.2143860290483355,3.640667779577184,High
283,6.271099993083872,1.5,7.239357760083781,4.2,4.824488209351893,2.8452470244478865,Moderate
284,6.280922476732478,1.5,5.960876518660738,0.4,9.56907961734565,2.5138479337609683,Moderate
285,8.337754076194129,2.7,7.976897780564516,2.4,2.8563659248837228,3.422927956810608,Moderate
286,8.308536496907074,1.9,5.607694546835344,2.0,7.143862549731787,3.098150462385726,High
287,6.904570422224264,1.6,7.685760672339985,3.2,4.646560737853772,3.34487441559605,Moderate
288,9.060621599076848,2.9,9.595979253791478,0.0,2.008823482394415,3.593871522427805,High
289,6.531584236174796,0.0,8.16088172832414,5.4,4.414848726938405,2.9685503167979594,Moderate
290,5.8979765244937585,3.7,6.9241542157436715,0.6,7.4284439996016305,2.7009830341077232,Low
291,7.742717593026611,1.0,6.2674432653121395,1.8,7.290710388490402,3.172333075763945,Moderate
292,6.9367280267560245,2.4,8.127842320839234,1.6,5.0972301291720985,3.327074038405161,Moderate
293,7.002441555929065,0.5,5.64029054573547,4.1,6.42069143297874,3.1501350403268074,High
294,7.661019616955944,0.4,8.184400156939356,1.5,5.6881595052548555,2.988669750847045,High
295,9.442317059208209,1.9,9.022433036740653,1.8,1.2709544058226554,3.5582472222594066,High
296,9.694770630217459,2.4,9.235326185111147,2.4,0.0,3.42638711997756,High
297,6.321646600529637,0.8,8.021573637848089,2.5,6.249743873295463,2.798625871848486,Moderate
298,8.625658929529344,1.1,8.90215069114802,2.1,2.8223918482888752,3.1624999131875744,High
299,8.85268303735112,0.4,8.603270834962624,2.7,4.6960467537445325,2.9846299711799786,High
300,8.634024889841513,3.5,6.043542442884675,0.5,5.08792970151556,3.3546940475770026,High
301,5.0,2.6,7.866989036141862,3.3,5.314108720143803,2.625488892498061,Low
302,8.931061240138433,2.0,10.0,0.6,3.3564999155543545,2.88549896251182,Moderate
303,9.015377699727301,1.6,6.883291892339784,4.3,2.4523976554240243,3.251866224716313,High
304,6.5,0.3,5.2215817968678016,5.4,6.284084655932549,3.2682650263138435,High
305,5.917935324453582,1.3,6.103074005205069,2.1,8.698152346913572,2.928467902984995,Moderate
