Extracurricular_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Study_Hours_Per_Day,GPA,Stress_Level_Ordinal
-0.2510458821496556,0.5457370644224406,-0.34318481958498204,0.589689455856764,-1.1069646549962637,2.8,0
0.4412557576977228,-0.926324711740738,-0.0008558224927304587,1.4190281852750866,-0.4044867675763731,3.06,1
-1.1164229319588785,0.5457370644224406,-1.4386376102801868,0.7081664172022385,0.5789822748114741,3.26,2
0.26818034773587807,-1.0058956185603694,-0.4116506190034321,0.35273553316581435,1.56245131719932,3.38,2
0.18164264275495606,-0.5682556310523973,1.5053917647131758,-0.4766031962525086,-0.12349561260841722,3.15,1
-0.5971967020733447,1.4608024928482002,1.1630627676209244,-1.542895848361781,-1.4582035987062092,2.69,0
-0.7702721120351893,-0.1306156435444253,-1.3017060114432866,0.8858818592204507,1.140964584747386,3.54,2
1.047019692564179,0.14788253032428425,-0.7539796160956836,-1.0097495223071447,0.8599734297794294,3.37,2
1.047019692564179,-1.244608339019263,1.7107891629685272,-1.1282264836526195,0.9302212185214194,3.58,2
1.4797082174687906,-0.7273974446916599,1.2315285670393756,-0.5358416769252459,-0.5449823450603514,2.89,1
0.8739442826023343,-1.2048228856094476,-1.3701718108617367,1.596743627293299,0.9302212185214194,3.58,2
1.3931705124878682,0.9833770519304125,-0.4116506190034321,-1.542895848361781,-0.6152301338023408,2.99,1
-1.3760360469016455,-1.0058956185603694,-0.6170480172587836,1.774459069311511,1.4219557397153424,3.44,2
-0.16450817716873323,0.4661661576028093,-0.6855138166772335,-0.4173647155797712,0.508734486069484,3.35,2
0.8739442826023343,-1.4037501526585257,1.0261311687840242,0.05654312980212756,0.6492300635534629,3.26,2
0.18164264275495606,-0.1306156435444253,-0.20625322074808128,1.5375051466205614,-1.5284513874481986,2.62,0
-1.289498341920723,0.8242352382911502,-1.233240212024836,1.1228357819113999,-0.47473455631836253,2.86,2
0.7008688726404896,0.4661661576028093,-1.4386376102801868,1.3005512239296124,-1.4582035987062092,2.86,2
-1.4625737518825677,-0.17040109695424097,-1.4386376102801868,1.8929360306569858,0.7194778522954517,2.99,2
1.5662459224497125,-1.602677419707604,1.6423233635500774,-1.0689880029798822,1.140964584747386,3.08,2
-1.4625737518825677,0.0683116235046529,0.9576653693655741,0.41197401383855176,-0.4044867675763731,3.21,1
0.008567232793111324,1.6597297598972784,-1.6440350085355382,0.05654312980212756,-1.3177080212222314,2.81,2
-1.289498341920723,1.7393006667169093,-1.3017060114432866,0.7081664172022385,-1.5284513874481986,2.9,2
-0.4241212921115002,-1.2843937924290787,-0.7539796160956836,1.4782666659478243,1.63269910594131,3.78,2
1.652783627430635,-0.488684724232766,-1.6440350085355382,1.8336975499842483,-0.9664690775122862,2.96,2
0.18164264275495606,-0.3295429105935035,1.5738575641316273,0.2342585718203398,-1.4582035987062092,2.81,0
0.7008688726404896,-0.8467538049211067,-0.1377874213296312,0.5304509751840266,0.4384866973274952,3.39,2
-0.7702721120351893,-0.6876119912818441,1.5738575641316273,1.5375051466205614,-1.5986991761901874,2.82,0
0.4412557576977228,0.943591598520597,-0.7539796160956836,-0.9505110416344074,-0.12349561260841722,2.67,1
-1.4625737518825677,-1.6822483265272352,1.6423233635500774,1.8336975499842483,0.29799111984351756,3.08,1
0.0951049377740337,-0.926324711740738,-0.6855138166772335,1.3005512239296124,0.7194778522954517,3.1,2
1.133557397545101,-1.5628919662977883,1.5053917647131758,-1.0097495223071447,1.4922035284573312,3.54,2
-0.2510458821496556,-1.483321059478157,1.5053917647131758,0.7081664172022385,0.4384866973274952,3.45,2
-1.2029606369398007,-0.36932836400331914,0.3414731745995211,-0.35812623490703377,1.7029468946832989,3.39,2
1.2200951025260234,-1.36396469924871,1.1630627676209244,-1.1874649643253568,1.63269910594131,3.15,2
1.3066328075069458,-1.6822483265272352,1.0945969682024743,1.952174511329723,-1.5284513874481986,2.68,0
0.18164264275495606,-1.6424628731174193,0.8891995699471241,0.05654312980212756,1.7731946834252876,3.41,2
-1.289498341920723,-0.608041084462213,1.5738575641316273,0.5304509751840266,-0.12349561260841722,3.22,1
0.6143311676595675,0.26723889055373107,0.4099389740179712,-0.35812623490703377,-0.9664690775122862,2.98,1
0.9604819875832566,-1.4037501526585257,0.06760997692571961,1.3005512239296124,0.08724775361754986,2.99,1
0.18164264275495606,-0.6478265378720285,1.2999943664578257,-0.4766031962525086,0.2277433311015281,3.3,1
-0.9433475219970341,1.7790861201267256,-1.233240212024836,-1.542895848361781,0.7194778522954517,3.55,2
0.35471805271680046,0.3468097973733624,-0.34318481958498204,-0.06193383154334699,-0.47473455631836253,2.97,1
0.9604819875832566,-0.6876119912818441,-0.34318481958498204,0.589689455856764,0.08724775361754986,3.28,1
1.5662459224497125,-1.5628919662977883,-1.233240212024836,1.2413127432568747,1.2814601622313648,3.05,2
1.652783627430635,-0.2897574571836878,-0.0008558224927304587,-0.5950801575979833,-0.12349561260841722,3.08,1
-0.8568098170161117,1.6995152133070939,-1.4386376102801868,-1.1282264836526195,0.508734486069484,3.3,2
-0.5106589970924226,0.02852617009483741,1.3684601658762758,0.05654312980212756,-1.1069646549962637,2.7,0
-1.1164229319588785,1.7790861201267256,-1.027842813769485,-1.4836573676890434,0.5789822748114741,3.14,2
-1.3760360469016455,1.9780133871758039,-1.3017060114432866,0.05654312980212756,-1.1069646549962637,2.73,2
-0.4241212921115002,0.2274534371439156,-0.0008558224927304587,0.8266433785477131,-1.036716866254275,2.76,1
1.4797082174687906,-0.1306156435444253,-1.5071034096986373,-0.6543186382707206,1.3517079509733536,3.45,2
0.8739442826023343,0.18766798373409974,-1.0963086131879352,-0.8320340802889327,1.0707167960053972,3.29,2
-0.4241212921115002,-0.6876119912818441,-0.1377874213296312,1.0635973012386628,0.4384866973274952,2.75,2
-0.8568098170161117,-0.21018655036405662,0.7522679711102227,1.596743627293299,-1.5986991761901874,3.4,0
-0.16450817716873323,1.261875225799122,0.13607577634417029,-0.713557118943458,-1.3879558099642204,3.05,0
-0.4241212921115002,1.9382279337659876,-1.6440350085355382,-0.4766031962525086,-0.8259735000283079,2.82,2
1.3931705124878682,-0.6478265378720285,0.3414731745995211,0.8266433785477131,-1.3177080212222314,2.62,0
0.008567232793111324,0.0683116235046529,-1.4386376102801868,0.29349705249307717,1.0004690072634081,3.64,2
-1.289498341920723,1.3414461326187535,-0.7539796160956836,-0.29888775423429637,-0.19374340135040605,3.19,1
0.26818034773587807,-1.4037501526585257,-0.48011641842188274,1.8929360306569858,0.508734486069484,2.95,2
-1.2029606369398007,2.5350097349132223,-0.8909112149325844,-1.0097495223071447,-1.3879558099642204,2.94,0
-0.7702721120351893,0.5457370644224406,-1.0963086131879352,1.596743627293299,-1.1069646549962637,2.89,2
1.652783627430635,0.26723889055373107,-1.3017060114432866,-0.1804107928888218,-0.26399119009239547,2.9,2
1.3066328075069458,-1.244608339019263,1.0945969682024743,-1.3651804063435689,1.63269910594131,3.57,2
0.18164264275495606,-0.488684724232766,0.27300737518107104,-0.8912725609616701,1.4922035284573312,3.24,2
-1.1164229319588785,0.3865952507831779,-0.6170480172587836,-0.06193383154334699,0.9302212185214194,2.99,2
0.35471805271680046,0.704878878061703,-0.7539796160956836,0.47121249451128916,-1.3177080212222314,2.85,0
-0.07797047218781106,1.5801588530776474,0.13607577634417029,-1.4244188870163064,-1.1772124437382532,2.7,0
1.7393213324115573,-0.44889927082295034,-0.6170480172587836,1.3005512239296124,-1.5284513874481986,2.72,0
0.6143311676595675,-0.6876119912818441,0.8891995699471241,0.5304509751840266,-0.8259735000283079,2.45,1
1.4797082174687906,-1.6424628731174193,1.1630627676209244,0.8858818592204507,-0.5449823450603514,2.85,1
0.787406577621412,0.14788253032428425,1.5053917647131758,-0.9505110416344074,-1.3177080212222314,2.86,0
1.2200951025260234,-0.8467538049211067,-1.233240212024836,1.2413127432568747,0.29799111984351756,3.15,2
-1.1164229319588785,0.9038061451107812,-1.164774412606386,1.3005512239296124,-1.036716866254275,2.96,2
1.3066328075069458,-1.0058956185603694,-0.34318481958498204,1.3005512239296124,-0.47473455631836253,3.44,1
-0.4241212921115002,0.7446643314715188,-0.1377874213296312,-0.5358416769252459,-0.19374340135040605,3.08,1
1.3931705124878682,-0.1306156435444253,-0.4116506190034321,0.35273553316581435,-0.8962212887702967,3.27,1
0.4412557576977228,-1.4037501526585257,-1.3017060114432866,1.7152205886387735,1.4219557397153424,3.13,2
1.047019692564179,-0.21018655036405662,0.4099389740179712,0.29349705249307717,-1.247460232480242,3.08,0
1.047019692564179,-0.21018655036405662,-1.164774412606386,-0.5950801575979833,1.4219557397153424,3.59,2
0.26818034773587807,-0.7671828981014756,0.8891995699471241,1.5375051466205614,-1.5986991761901874,2.61,0
1.133557397545101,-0.4091138174131348,-1.3017060114432866,1.4190281852750866,-0.5449823450603514,2.95,2
-1.2029606369398007,-0.1306156435444253,-0.9593770143510351,0.9451203398931879,1.0707167960053972,3.15,2
0.5277934626786452,-0.926324711740738,0.6838021716917726,-0.2396492735615592,0.7897256410374406,3.14,2
1.3931705124878682,-0.051044736724793933,0.27300737518107104,-0.1804107928888218,-1.1069646549962637,2.64,0
1.5662459224497125,-0.2897574571836878,-1.164774412606386,0.47121249451128916,-0.12349561260841722,3.58,2
1.3066328075069458,-0.7273974446916599,1.5053917647131758,0.29349705249307717,-1.6689469649321769,2.79,0
1.4797082174687906,-0.608041084462213,0.6838021716917726,-1.3059419256708316,0.7194778522954517,3.65,2
0.787406577621412,-1.602677419707604,1.5053917647131758,0.7674048978749759,-0.26399119009239547,3.33,1
-1.289498341920723,-1.2048228856094476,1.6423233635500774,1.3597897046023495,-0.12349561260841722,3.11,1
-0.3375835871305778,1.1027334121598593,-1.5071034096986373,-0.4173647155797712,0.3682389085855064,3.42,2
-1.7221868668253346,0.6253079712420719,-0.5485822178403328,-0.1804107928888218,1.0707167960053972,3.51,2
-0.5106589970924226,0.0683116235046529,0.8207337705286728,-0.002695350870609582,-0.5449823450603514,3.02,1
-0.16450817716873323,1.9780133871758039,-1.233240212024836,-0.9505110416344074,-0.9664690775122862,2.38,2
-0.5106589970924226,-0.9661101651505537,0.27300737518107104,0.29349705249307717,1.4922035284573312,3.43,2
0.6143311676595675,0.0683116235046529,-1.0963086131879352,1.8336975499842483,-1.6689469649321769,2.71,2
1.7393213324115573,-0.3295429105935035,-0.0008558224927304587,0.5304509751840266,-1.4582035987062092,2.59,0
0.8739442826023343,-0.011259283314978441,-1.027842813769485,1.596743627293299,-1.5284513874481986,2.68,0
-0.07797047218781106,1.7393006667169093,0.20454157576262036,-1.3651804063435689,-1.5986991761901874,2.67,0
-0.16450817716873323,-0.44889927082295034,0.06760997692571961,-0.1211723122160844,1.0004690072634081,3.58,2
-1.1164229319588785,-0.7273974446916599,1.2315285670393756,1.774459069311511,-1.1772124437382532,2.46,0
-0.7702721120351893,0.3865952507831779,0.47840477343642124,-0.1211723122160844,-0.4044867675763731,3.22,1
-0.9433475219970341,1.3812315860285689,-0.8909112149325844,0.7674048978749759,-1.6689469649321769,3.02,0
-1.3760360469016455,1.619944306487463,1.0261311687840242,-0.9505110416344074,-1.6689469649321769,2.52,0
-0.8568098170161117,-0.21018655036405662,0.7522679711102227,1.4190281852750866,-1.3879558099642204,2.97,0
-0.3375835871305778,-0.17040109695424097,0.5468705728548725,-1.0097495223071447,1.2112123734893747,3.5,2
-1.4625737518825677,3.211362442880089,-1.027842813769485,-1.4836573676890434,-1.6689469649321769,2.7,0
0.26818034773587807,-0.4091138174131348,-0.27471902016653194,1.596743627293299,-1.1069646549962637,2.78,0
-0.4241212921115002,0.9038061451107812,0.3414731745995211,-0.6543186382707206,-0.8259735000283079,3.15,1
-0.3375835871305778,-0.17040109695424097,0.20454157576262036,-0.06193383154334699,0.4384866973274952,3.26,2
-1.2029606369398007,-0.6478265378720285,1.2315285670393756,-0.06193383154334699,0.9302212185214194,3.3,2
1.047019692564179,-0.09083019013460979,-0.27471902016653194,-1.542895848361781,1.4219557397153424,3.49,2
-0.8568098170161117,-0.09083019013460979,-1.233240212024836,1.3597897046023495,0.508734486069484,2.89,2
0.0951049377740337,0.0683116235046529,-1.0963086131879352,-0.6543186382707206,1.7029468946832989,3.52,2
0.18164264275495606,-0.8865392583309224,0.5468705728548725,1.3597897046023495,-0.7557257112863185,2.76,1
-1.7221868668253346,1.0231625053402285,-1.233240212024836,1.596743627293299,-1.036716866254275,2.95,2
0.6143311676595675,-0.9661101651505537,-1.0963086131879352,1.6559821079660362,0.3682389085855064,3.4,2
-0.4241212921115002,1.261875225799122,0.06760997692571961,-1.4244188870163064,-0.26399119009239547,3.17,1
0.35471805271680046,1.3414461326187535,-0.8909112149325844,-0.2396492735615592,-1.4582035987062092,2.66,0
-0.5106589970924226,0.5855225178322562,0.7522679711102227,-0.5358416769252459,-0.7557257112863185,2.77,1
1.4797082174687906,-0.6876119912818441,0.8207337705286728,-1.1874649643253568,0.5789822748114741,3.77,2
-0.8568098170161117,2.057584293995435,0.3414731745995211,-1.4244188870163064,-1.5986991761901874,3.29,0
0.9604819875832566,1.5403733996678313,-1.3701718108617367,-1.3059419256708316,-0.5449823450603514,2.99,2
0.008567232793111324,-0.608041084462213,0.6153363722733226,-0.29888775423429637,0.7897256410374406,3.43,2
0.7008688726404896,-0.7671828981014756,-0.7539796160956836,0.41197401383855176,1.0707167960053972,3.24,2
-1.3760360469016455,0.8242352382911502,1.436925965294726,-1.1282264836526195,-0.47473455631836253,3.01,1
0.18164264275495606,-0.8865392583309224,1.2999943664578257,1.0043588205659255,-1.1069646549962637,3.01,0
0.5277934626786452,-1.483321059478157,0.6838021716917726,0.35273553316581435,1.0707167960053972,3.34,2
1.7393213324115573,-0.1306156435444253,1.5053917647131758,-1.4836573676890434,-0.9664690775122862,2.58,1
1.4797082174687906,-0.7273974446916599,-1.0963086131879352,0.41197401383855176,0.7194778522954517,3.06,2
1.652783627430635,-1.5628919662977883,1.5053917647131758,-1.3651804063435689,1.4922035284573312,3.65,2
1.2200951025260234,-1.4037501526585257,-0.6170480172587836,0.7081664172022385,1.2814601622313648,3.41,2
-1.289498341920723,1.3414461326187535,-1.4386376102801868,0.8858818592204507,-0.8962212887702967,2.84,2
0.787406577621412,1.1425188655696752,-1.5071034096986373,-0.4766031962525086,-0.5449823450603514,3.29,2
0.4412557576977228,-0.8865392583309224,1.2999943664578257,0.41197401383855176,-0.6152301338023408,3.03,1
-1.6356491618444122,1.5403733996678313,1.2999943664578257,-1.542895848361781,-0.8962212887702967,2.95,1
1.047019692564179,-1.4435356060683413,1.7107891629685272,-1.3651804063435689,1.56245131719932,3.67,2
-0.3375835871305778,-0.7671828981014756,-0.06932162191118052,0.6489279365295011,0.9302212185214194,3.23,2
0.8739442826023343,1.0629479587500439,-0.8909112149325844,-1.1874649643253568,-0.26399119009239547,3.36,1
-0.7702721120351893,1.5403733996678313,-0.6855138166772335,-0.7727955996161954,-0.47473455631836253,3.01,1
0.6143311676595675,-0.6876119912818441,-0.9593770143510351,1.774459069311511,-0.4044867675763731,3.08,1
-1.3760360469016455,-0.8069683515112912,-0.27471902016653194,1.5375051466205614,1.0004690072634081,3.33,2
-1.1164229319588785,-0.1306156435444253,1.7107891629685272,-0.8912725609616701,0.4384866973274952,3.35,2
0.5277934626786452,-1.0058956185603694,0.3414731745995211,-0.4766031962525086,1.56245131719932,3.33,2
-1.1164229319588785,0.7446643314715188,0.9576653693655741,-0.35812623490703377,-0.9664690775122862,2.81,1
1.652783627430635,-1.5628919662977883,1.2999943664578257,1.3597897046023495,-1.5284513874481986,3.08,0
-1.2029606369398007,0.0683116235046529,1.0945969682024743,-0.8320340802889327,0.7194778522954517,3.16,2
0.0951049377740337,-0.011259283314978441,0.3414731745995211,0.47121249451128916,-0.9664690775122862,2.79,1
1.5662459224497125,-1.602677419707604,1.2315285670393756,-0.8912725609616701,1.3517079509733536,3.33,2
0.18164264275495606,0.5059516110126248,-1.4386376102801868,-0.1211723122160844,0.5789822748114741,2.97,2
0.008567232793111324,0.943591598520597,-1.4386376102801868,-0.8320340802889327,0.7897256410374406,3.14,2
-1.4625737518825677,-0.5284701776425816,1.2315285670393756,0.1750200911476024,0.6492300635534629,3.77,2
-0.5106589970924226,-0.8467538049211067,0.6153363722733226,0.11578161047486497,1.140964584747386,3.26,2
1.3066328075069458,-1.0058956185603694,1.0261311687840242,0.41197401383855176,-0.8259735000283079,3.11,1
0.6143311676595675,-1.244608339019263,0.4099389740179712,0.47121249451128916,0.7194778522954517,3.38,2
1.3066328075069458,0.3070243439635466,1.2999943664578257,-1.4836573676890434,-1.1772124437382532,2.84,0
0.8739442826023343,-0.2897574571836878,-1.164774412606386,1.3005512239296124,-0.5449823450603514,3.03,2
0.008567232793111324,0.704878878061703,-1.7125008079539883,-0.5950801575979833,1.2112123734893747,3.42,2
-0.8568098170161117,-0.36932836400331914,0.47840477343642124,0.29349705249307717,0.508734486069484,3.24,2
-1.3760360469016455,-0.6478265378720285,0.8891995699471241,0.29349705249307717,1.0004690072634081,3.32,2
1.4797082174687906,-1.3241792458388943,-1.3701718108617367,1.7152205886387735,0.508734486069484,3.29,2
-1.4625737518825677,0.1080970769144684,-0.6855138166772335,0.8858818592204507,0.6492300635534629,3.29,2
0.4412557576977228,0.02852617009483741,-1.5755692091170874,1.4782666659478243,-0.5449823450603514,2.86,2
1.652783627430635,-1.2048228856094476,0.8207337705286728,-1.4836573676890434,1.7029468946832989,3.8,2
-0.16450817716873323,-1.165037432199632,-0.7539796160956836,1.952174511329723,0.6492300635534629,3.25,2
-0.16450817716873323,0.0683116235046529,-1.164774412606386,1.2413127432568747,-0.26399119009239547,2.86,2
0.6143311676595675,0.6650934246518875,0.5468705728548725,-0.6543186382707206,-1.4582035987062092,2.95,0
-1.2029606369398007,-1.4435356060683413,-0.20625322074808128,1.774459069311511,1.63269910594131,3.84,2
-0.7702721120351893,-0.3295429105935035,1.6423233635500774,-0.1211723122160844,-0.3342389788343843,2.84,1
-0.9433475219970341,1.1823043189794906,-0.9593770143510351,-1.4836573676890434,1.4219557397153424,3.17,2
-0.07797047218781106,-0.7671828981014756,1.5738575641316273,-1.246703444998094,1.2814601622313648,3.68,2
0.9604819875832566,-1.5628919662977883,0.9576653693655741,-0.2396492735615592,1.2814601622313648,3.52,2
-1.6356491618444122,0.2274534371439156,1.436925965294726,0.589689455856764,-1.247460232480242,3.12,0
-0.07797047218781106,0.943591598520597,-1.3017060114432866,-1.1282264836526195,1.0707167960053972,3.21,2
0.008567232793111324,1.1425188655696752,-1.5071034096986373,0.47121249451128916,-1.036716866254275,3.26,2
1.047019692564179,0.3468097973733624,-0.6170480172587836,-0.002695350870609582,-0.8259735000283079,2.85,1
-0.6837344070542671,-1.2843937924290787,0.6838021716917726,1.4782666659478243,0.3682389085855064,2.72,1
-1.54911145686349,1.0231625053402285,-0.06932162191118052,-1.246703444998094,1.0004690072634081,3.33,2
0.7008688726404896,0.3468097973733624,0.20454157576262036,-1.542895848361781,0.4384866973274952,2.98,2
0.0951049377740337,1.3812315860285689,-1.4386376102801868,-0.35812623490703377,-0.6152301338023408,2.79,2
0.7008688726404896,-0.3295429105935035,1.0261311687840242,-1.0689880029798822,0.2277433311015281,3.11,1
-1.3760360469016455,0.4263807041929938,0.47840477343642124,0.8858818592204507,-1.1772124437382532,2.88,0
1.3066328075069458,-1.4435356060683413,0.7522679711102227,-0.002695350870609582,0.7194778522954517,3.15,2
1.133557397545101,-0.44889927082295034,-1.4386376102801868,1.596743627293299,-0.5449823450603514,3.27,2
0.5277934626786452,-0.8865392583309224,0.06760997692571961,1.0043588205659255,-0.12349561260841722,3.13,1
-1.54911145686349,2.7339370019623,-0.8909112149325844,-1.0097495223071447,-1.4582035987062092,2.75,0
-0.5971967020733447,-0.8467538049211067,-1.0963086131879352,1.1820742625841376,1.7029468946832989,3.57,2
0.008567232793111324,-1.0456810719701848,0.20454157576262036,0.8858818592204507,0.5789822748114741,3.25,2
0.6143311676595675,2.137155200815066,-1.4386376102801868,-1.4836573676890434,-1.036716866254275,2.92,2
-0.07797047218781106,-0.8865392583309224,1.2315285670393756,1.0043588205659255,-0.8259735000283079,2.85,1
-0.4241212921115002,0.5457370644224406,1.6423233635500774,-1.4836573676890434,-0.5449823450603514,3.32,1
0.26818034773587807,-1.165037432199632,-0.20625322074808128,0.6489279365295011,1.2814601622313648,3.61,2
-0.2510458821496556,-0.608041084462213,-0.7539796160956836,0.5304509751840266,1.4219557397153424,3.42,2
-1.0298852269779561,-0.926324711740738,0.4099389740179712,0.47121249451128916,1.4922035284573312,3.31,2
1.3931705124878682,0.0683116235046529,-1.0963086131879352,-0.7727955996161954,0.7897256410374406,3.37,2
-1.1164229319588785,-0.8865392583309224,1.2315285670393756,-0.4173647155797712,1.7029468946832989,3.59,2
