Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,cluster_kmeans,cluster_dbscan,cluster_fuzzy,cluster_subtractive,cluster_final,Stress_Level_Corrected,Stress_Level_Corrected_Encoded,label_changed
9.341871686161012,0.3,6.851286605656251,0.7,7.12647527395459,3.479510940281089,High,0,0,0,0,0,High,2,False
7.045531205479276,0.3,6.5660878887385845,2.0,8.204124399162142,3.2079648891914823,Moderate,2,0,1,5,2,Low,0,True
8.435065251118107,2.6,9.852615886996771,1.6,2.0051864263160457,3.3585958462447985,High,0,0,0,1,0,High,2,False
8.23326316296125,2.2,9.19026512479734,2.0,1.797755462700819,3.156984994198901,High,0,0,0,1,0,High,2,False
7.7775250837532415,1.7,5.003706047884883,0.6,9.212894092163836,3.189092521965354,High,2,0,1,5,2,Low,0,True
6.468589910750842,2.0,9.501555934597706,1.5,4.366960168173913,2.9538301483661997,Moderate,1,0,2,3,1,Moderate,1,False
7.07547026166846,3.0,6.158614274781639,0.5,7.280833100071429,2.9007340069944854,Moderate,2,0,1,5,2,Low,0,True
9.785347922413074,3.2,8.308543883381494,2.6,0.058382458917335,3.30050068230662,High,0,0,0,1,0,High,2,False
8.387713897097317,0.7,9.093020044718266,2.6,2.1706566739742827,3.216496492708304,High,0,0,0,7,0,High,2,False
5.67884059571842,1.7,8.637254617659531,5.2,2.0227171032022757,2.846510060711893,Moderate,1,0,2,6,1,Moderate,1,False
5.0,2.0,6.833782993399264,1.3,8.332717982429603,2.61332628406329,Low,2,0,1,5,2,Low,0,False
9.791792686185442,1.3,7.310578467096597,3.8,1.6997271734503692,3.216409382433791,High,0,0,0,4,0,High,2,False
6.666217531057649,3.9,9.60685279580825,0.9,2.6178024507358044,2.6682576689404884,Moderate,1,0,2,3,1,Moderate,1,False
6.920017837879584,0.1,8.190413192627002,3.0,6.371248877233539,2.819905584247416,Moderate,2,0,1,6,2,Low,0,True
5.0,1.1,9.449321253102578,1.4,6.870934617298261,2.800270526348063,Low,2,0,1,6,2,Low,0,False
10.0,1.0,8.458918381503057,3.6,0.6595486462042888,3.2260958471123087,High,0,0,0,7,0,High,2,False
6.433062096795083,2.9,6.432708976987321,3.8,4.369336149748742,3.115412330343996,Moderate,1,0,2,2,1,Moderate,1,False
5.551136161266914,3.3,6.461507339123716,1.1,7.823887031614658,3.235326589542306,Low,2,0,1,0,2,Low,0,False
5.073502963062567,2.4,8.576177298523453,0.1,8.187988627820133,2.502974210712595,Low,2,0,1,3,2,Low,0,False
8.349754580682504,0.7,8.678485737453041,2.3,4.377961344107704,3.2201543079381105,High,0,0,0,7,0,High,2,False
9.952792593504558,0.6,6.482627851543628,0.7,6.239663844773831,3.6256874076743073,High,0,0,0,7,0,High,2,False
8.5382923607637,2.2,7.648498715913866,1.2,3.7728394886904737,3.1568418265460028,High,0,0,0,0,0,High,2,False
5.493279536998284,3.6,10.0,3.4,1.939414841218872,2.556872214183771,Low,1,0,2,3,1,Moderate,1,True
8.732416061998478,3.6,9.394720621223309,1.9,0.6087614495835812,3.07982774422492,High,0,0,0,1,0,High,2,False
8.07895209621182,0.3,5.592043916157266,5.4,4.138551238908117,3.240315106144676,High,0,0,2,4,0,High,2,False
5.0,0.6,7.647871283191352,4.2,6.6514847636100765,2.6247296421279187,Low,2,0,1,6,2,Low,0,False
8.106883936510142,0.9,8.62765313225805,1.4,5.226632103600664,3.5261319861393927,High,0,0,0,7,0,High,2,False
8.54822224376789,3.4,8.254649485792836,2.3,1.7876233529745211,3.1030018745895167,High,0,0,0,1,0,High,2,False
5.851759189945131,1.5,6.290593589797049,1.5,8.931121039343338,2.9058222438367705,Low,2,0,1,5,2,Low,0,False
10.0,2.5,8.566965960918948,1.5,1.2310510507367174,3.451828034134467,High,0,0,0,1,0,High,2,False
8.592924642163979,2.0,5.711210857474215,4.3,3.955313110342315,2.901042537432571,Moderate,1,0,2,2,1,Moderate,1,False
10.0,3.8,9.55519942887855,0.3,0.5880507642079112,3.500283244575244,High,0,0,0,1,0,High,2,False
5.411116774171579,3.7,7.050419608993269,5.8,2.4753661792128105,2.633022128327422,Low,1,-1,2,2,1,Moderate,1,True
9.825923148602362,1.3,5.630143217542,3.3,4.19327315016813,3.114896146713469,High,0,0,0,4,0,High,2,False
9.656106327347926,2.8,7.846895924177069,0.3,3.466124709507966,3.475112832982371,High,0,0,0,1,0,High,2,False
9.541088065210538,3.0,8.51830445662426,2.2,0.868340165310055,3.1238521475446435,High,0,0,0,1,0,High,2,False
7.270964755591077,1.2,9.266824036957358,4.9,1.9534991889352105,3.158343364666453,Moderate,1,0,2,7,1,Moderate,1,False
9.306729148713698,2.6,8.470236479432184,3.1,0.7198003042395231,3.938764761117473,High,0,-1,0,1,0,High,2,False
9.548471179719783,1.4,7.0197309615894765,0.6,5.360589128915352,3.387947479118845,High,0,0,0,0,0,High,2,False
7.4756346715718305,2.2,6.237519909569824,3.5,4.997871911716322,3.252871921156993,Moderate,0,0,2,0,0,High,2,True
5.226412279024487,0.1,9.271628717079544,2.2,7.380723637288303,2.808322557328577,Low,2,0,1,6,2,Low,0,False
8.852305675164619,0.9,8.212719089283707,0.5,5.82890281773644,3.1291554067828877,High,0,0,0,0,0,High,2,False
5.750896482787213,2.1,7.959745100953946,3.8,4.99262617342584,2.365357011555222,Low,1,-1,1,6,1,Moderate,1,True
9.329501252750472,1.1,7.414038138733346,0.5,5.989614435604036,3.2994893339456595,High,0,0,0,0,0,High,2,False
5.287003736900818,3.9,9.376620686864342,4.0,1.753223897816413,2.489864031848489,Low,1,0,2,3,1,Moderate,1,True
5.456283014846704,1.0,7.670474777402666,4.3,5.42023850667584,2.7453552379450623,Low,1,0,1,6,1,Moderate,1,True
8.276286941589628,1.1,9.873481768113342,3.5,1.1958536417203434,3.597649771179249,High,0,0,0,7,0,High,2,False
7.797573810467116,1.0,7.119052678535458,4.5,4.4258936054541165,3.3561179970997825,Moderate,0,0,2,4,0,High,2,True
6.5,0.5,5.004377629179162,0.2,13.0,2.8636431259012887,High,2,-1,1,5,2,Low,0,True
7.57559726349532,0.4,7.311477666390941,2.8,5.999804520143549,3.278984379030699,Moderate,2,0,1,0,2,Low,0,True
6.047500313633,1.7,7.054429419385109,3.7,6.028569633770637,2.784548881740188,Low,2,0,1,2,2,Low,0,False
7.231195270718824,2.5,7.624583907079636,5.1,2.070750095674499,3.051356445877828,Moderate,1,0,2,2,1,Moderate,1,False
8.134210773665657,0.7,5.152768050220799,3.9,5.828798535706247,3.3082275341119667,High,2,0,1,4,2,Low,0,True
9.953564151093495,2.3,6.877571230976008,3.3,1.9438550473840643,3.378383144065239,High,0,0,0,1,0,High,2,False
7.181371618586116,2.2,9.671800367731365,1.9,2.669396923613474,3.1765346969012365,Moderate,0,0,0,3,0,High,2,True
5.016446959668401,1.3,8.535415965318958,0.1,7.8073335859060915,2.680199785107749,Low,2,0,1,5,2,Low,0,False
9.101197316479984,1.1,5.534121803222372,4.2,3.78322074207887,3.522892355463397,High,0,0,0,4,0,High,2,False
8.836083990747335,3.2,6.35280465014546,1.0,4.433570848861671,3.299654291719907,High,0,0,0,1,0,High,2,False
9.068031696880876,3.2,9.951912117153094,0.8,1.3590919749740806,3.4811125468816435,High,0,0,0,1,0,High,2,False
6.726618326343682,3.7,9.72477428237318,1.8,2.558010018332751,2.87692190494668,Moderate,1,0,2,3,1,Moderate,1,False
8.650063414840957,3.0,5.1352605104473374,5.4,1.31589921261829,3.582824834599662,High,0,0,0,4,0,High,2,False
6.321030470679889,3.6,6.652613228638616,0.1,6.281456696919546,2.9256934981645606,Moderate,2,0,1,0,2,Low,0,True
9.802499265451925,0.4,5.816341260504199,5.7,2.211095371723724,3.438276256748268,High,0,0,0,4,0,High,2,False
8.351537041383358,1.8,6.355725000147758,2.0,5.321145599169289,3.3526876281495253,High,0,0,0,0,0,High,2,False
7.906074765235409,3.0,8.8813069337622,2.8,1.2103625511877916,3.1521995996970307,High,0,0,0,1,0,High,2,False
5.651380120522909,2.2,7.047006847099723,5.3,3.710151703869737,2.574243767026025,Low,1,0,2,2,1,Moderate,1,True
7.3769219164744975,0.5,6.032303201845128,4.6,6.237519768288693,2.8803631946867734,High,2,0,1,2,2,Low,0,True
6.5,2.8,5.658185256701089,4.9,5.059430123498074,2.879352936469787,High,1,0,2,2,1,Moderate,1,True
7.837961862725926,0.3,5.423357017280192,5.9,3.9724249951885393,2.9323162541800123,High,1,0,2,4,1,Moderate,1,True
8.681982516165478,3.8,9.78881608393804,0.9,0.0797486358377535,3.087922402524987,High,0,0,0,1,0,High,2,False
7.295833573837942,0.3,9.20785690043206,3.4,4.285399969180329,3.2611203612680235,Moderate,0,0,2,7,0,High,2,True
6.5,2.0,5.094072642049245,2.8,8.22549715656512,2.8488536479495448,High,2,0,1,5,2,Low,0,True
6.5,0.5,5.354518988324462,3.9,8.855471012547572,2.895235710649303,High,2,0,1,5,2,Low,0,True
9.690459797781504,1.5,5.885125396754635,5.2,1.2422927303135096,3.756601184333785,High,0,0,0,4,0,High,2,False
6.5,3.9,5.0,5.8,3.4624067782157573,2.928532775783274,High,1,0,2,2,1,Moderate,1,True
5.380029635605499,2.2,10.0,3.1,3.362858675785405,2.833390989145483,Low,1,0,2,3,1,Moderate,1,True
8.347880786192992,2.8,7.9829616068629266,3.6,2.2437638742093604,3.3997551986571444,High,0,0,0,1,0,High,2,False
5.126055054581896,1.1,9.818483103856844,5.3,2.34213296051961,2.85147020030511,Low,1,0,2,6,1,Moderate,1,True
6.828678550754054,2.5,6.170393345463909,1.1,6.632992195452936,2.6765936906560577,Moderate,2,0,1,5,2,Low,0,True
8.212940136967065,0.3,9.544510437514736,5.8,0.0,3.120938197517372,Moderate,1,0,0,7,1,Moderate,1,False
8.635950144477082,2.1,6.66558646889168,4.9,2.092889991499084,3.104729626647885,High,0,0,2,4,0,High,2,False
9.726419148257714,3.3,9.17061518428472,1.0,0.6034043612836383,3.579234435806584,High,0,0,0,1,0,High,2,False
8.263931382931476,1.7,9.865103530421466,3.9,0.7982133381662999,3.493541138518332,High,0,0,0,7,0,High,2,False
10.0,0.6,8.245313481878874,2.1,3.231437545556478,3.34977366848876,High,0,0,0,7,0,High,2,False
8.956818663289024,3.4,9.33088383596986,0.7,1.0996935809246,3.0595927976564625,High,0,0,0,1,0,High,2,False
5.027628182238424,3.5,9.034101498418432,6.0,0.0911829725784405,2.757174642800728,Low,1,-1,2,3,1,Moderate,1,True
9.854224699094216,2.2,8.969482196064044,2.8,0.135080620820597,3.422832936535613,High,0,0,0,1,0,High,2,False
7.223739576997936,0.5,9.85128151133849,3.6,2.658297702636216,3.134275705225194,Moderate,1,0,2,7,1,Moderate,1,False
6.568498837386928,2.7,7.866562847441822,2.1,4.88801284112769,2.944309025139064,Moderate,1,0,2,0,1,Moderate,1,False
7.900347595492503,3.1,8.155123696712508,4.9,1.1484627692392468,3.028593714618492,Moderate,1,0,2,3,1,Moderate,1,False
8.528258463058721,2.2,9.294496186116843,1.9,2.7614821532988048,3.286016158443356,Moderate,0,0,0,1,0,High,2,True
7.62791597420421,0.9,5.932725690134973,0.1,8.834922369500243,3.524396929034044,High,2,0,1,5,2,Low,0,True
7.092309876455458,2.4,6.274415715191285,2.6,5.147550628292611,3.0400440930156485,Moderate,2,0,1,0,2,Low,0,True
6.971183897738703,3.1,7.382941264834279,3.7,3.089195722287606,3.2276356426808093,Moderate,1,0,2,2,1,Moderate,1,False
9.31442397071912,3.8,6.140629123396375,4.8,0.661002097769285,3.010092332112258,High,0,0,0,4,0,High,2,False
7.273218730840719,3.9,7.508950136137991,1.7,3.4557875770402418,3.0905693237524137,Moderate,1,0,2,3,1,Moderate,1,False
8.198146811110261,1.0,5.567631310421328,0.8,8.545276989059074,3.319522746602694,High,2,0,1,5,2,Low,0,True
6.3890165354696125,1.4,9.667554554482267,2.8,4.357151091325818,2.724817151717037,Low,1,0,2,6,1,Moderate,1,True
8.718212909915874,0.7,5.807164929107783,0.2,8.829174395656521,3.185561902228448,High,2,0,1,5,2,Low,0,True
6.5,0.4,5.764136691631801,2.8,9.159754801473714,2.739928931034076,High,2,0,1,5,2,Low,0,True
5.531197122962074,1.5,7.257410859038234,4.1,4.98776330467234,2.78446919694692,Moderate,1,0,1,6,1,Moderate,1,False
9.481110019300948,3.7,5.1173729229064016,1.6,4.290417626407863,3.437039537034246,High,0,0,0,1,0,High,2,False
8.79985556904124,3.0,6.23808294296369,1.3,4.537274378199167,3.293134915161836,High,0,0,0,1,0,High,2,False
8.294064445018295,1.5,7.592397307210061,4.5,2.374370652581587,2.755376709002681,High,1,0,2,2,1,Moderate,1,True
5.13818820717248,1.0,8.388087349365263,5.4,3.7033682889405375,3.4107549067909515,Low,1,0,2,6,1,Moderate,1,True
5.328668871134757,1.8,7.479927096949688,1.5,7.412640887978434,3.088626990379138,Low,2,0,1,0,2,Low,0,False
6.5,1.5,5.0,1.9,9.599693174949186,2.8477572840972414,High,2,0,1,5,2,Low,0,True
5.459146579804708,3.6,8.219791869939646,4.1,2.900341844002968,2.622210850145009,Low,1,0,2,3,1,Moderate,1,True
8.899442939422661,2.0,5.1000045657568815,3.2,4.688864470423653,3.5995437007529483,High,0,0,0,4,0,High,2,False
6.992688063053491,0.5,6.507013791710786,2.2,7.64712686129732,3.1933835629031355,Moderate,2,0,1,5,2,Low,0,True
8.594454526784306,2.3,7.024054043190288,5.9,0.7427373186426373,2.948599110755213,High,1,0,2,4,1,Moderate,1,True
5.712923674221339,0.6,6.17352636491207,1.0,10.40965891724692,2.94965907899066,Low,2,0,1,5,2,Low,0,False
6.5,1.1,6.203019109059479,5.4,5.856348045609564,3.00032626535702,High,1,0,1,2,1,Moderate,1,True
7.422271455697,3.9,5.508706949153062,2.4,5.098210920961757,2.873811361072938,High,1,0,1,2,1,Moderate,1,True
10.0,3.5,9.035843319701826,0.4,1.4571994729356568,3.591114450956268,High,0,0,0,1,0,High,2,False
9.218083273147672,2.2,7.606826130660443,1.2,3.057834057328767,3.293423103362215,High,0,0,0,1,0,High,2,False
9.18955765128696,0.7,6.905153204286061,2.6,5.27164417075992,2.994900095704969,High,0,0,1,0,0,High,2,False
5.746177625745631,2.4,6.170043865906339,3.5,6.134009105712127,2.966892255958608,Low,2,0,1,2,2,Low,0,False
5.965093044638396,1.9,7.804931545314518,0.3,8.47837951510142,2.6810980354134264,Low,2,0,1,5,2,Low,0,False
5.472328401203153,4.0,6.578605179862219,4.9,2.9059568755805043,2.7362044611160026,Low,1,-1,2,2,1,Moderate,1,True
6.904491373310688,2.7,8.484165081066502,3.6,2.747211226747675,2.410059712755351,Moderate,1,0,2,3,1,Moderate,1,False
6.955013524359079,3.7,9.017269056853005,4.2,0.1959008875654339,2.8324237632428355,Moderate,1,0,2,3,1,Moderate,1,False
6.4566590403481845,2.9,10.0,1.1,4.488272546409261,2.872446695519833,Low,1,0,2,3,1,Moderate,1,True
8.179426538148602,3.4,5.760497262790344,4.8,1.783078849469187,3.1923152031153865,High,1,0,2,2,1,Moderate,1,True
6.5,0.7,5.497254897589947,4.9,6.572705257624329,2.9759547417011785,High,2,0,1,2,2,Low,0,True
6.520427828568502,3.5,7.091598486204608,4.9,2.0895425966548142,3.502955742466737,Moderate,1,0,2,2,1,Moderate,1,False
6.794513053423841,1.5,7.256165790521636,1.8,6.534936933348279,3.0752517344703665,Moderate,2,0,1,0,2,Low,0,True
6.213112837150504,3.6,7.9362139206732545,3.3,4.071075242134019,3.2533915735080496,Moderate,1,0,2,3,1,Moderate,1,False
9.19507061678894,2.5,5.685537152402682,5.6,1.1924011327684496,3.265199255363969,High,0,0,0,4,0,High,2,False
5.537433993446154,3.2,7.985812545880091,3.2,3.791411783408651,3.0997118824721017,Low,1,0,2,3,1,Moderate,1,True
9.156317592569772,3.2,6.226008375336131,1.7,3.990660710328556,3.5540259227010726,High,0,0,0,1,0,High,2,False
5.0,2.3,8.247689149812148,5.3,2.3097538222187146,2.5752868118875964,Low,1,0,2,6,1,Moderate,1,True
6.5,3.3,5.628296046914329,5.1,3.19708023214317,2.902866004273433,High,1,0,2,2,1,Moderate,1,True
9.217037785316784,0.6,6.698328548404321,4.3,3.8644981766238726,3.196828467792839,High,0,0,0,4,0,High,2,False
8.21774993303944,2.6,8.465140214692074,2.3,1.5878942105751377,3.121781135355338,High,0,0,0,1,0,High,2,False
5.57449090870085,3.6,7.380009686605577,2.4,4.457418451989383,2.6463681237828243,Low,1,0,2,3,1,Moderate,1,True
7.475004899447947,3.8,5.6812246106768205,3.5,3.471673512172397,3.5768245662780864,High,0,0,0,2,0,High,2,False
5.346391769030198,3.5,10.0,3.2,2.3397122440489606,2.8265746203970465,Low,1,0,2,3,1,Moderate,1,True
8.003297788448643,3.7,8.612820878896231,0.5,2.564005663677465,3.607662795355799,High,0,0,0,1,0,High,2,False
6.613375940247549,2.9,9.448343167146245,4.0,0.2591281126927434,3.2762213856928493,Moderate,1,0,0,3,1,Moderate,1,False
7.031543889041368,0.5,9.694427157846292,5.0,1.6526984621119487,3.12121486535908,Moderate,1,0,2,7,1,Moderate,1,False
7.918372566224461,1.6,5.132089918655056,2.0,7.518755770164543,3.4500479642349946,High,2,0,1,5,2,Low,0,True
9.043859101829604,0.0,6.808359365216199,2.4,5.567826624839584,3.526626615654882,High,0,0,0,7,0,High,2,False
6.824803788620498,1.4,9.101458839881596,2.7,4.429110400804744,2.979527313545133,Moderate,1,0,2,0,1,Moderate,1,False
7.078052058023566,1.8,6.015726903839751,1.1,9.09312844598126,2.4138742421045696,High,2,0,1,5,2,Low,0,True
9.049073737791852,1.4,8.036803654632738,3.2,2.097667548242304,3.3928069536452186,High,0,0,0,7,0,High,2,False
6.5,2.7,5.500506571982755,5.8,4.5573187094587855,2.6839230677606807,High,1,0,2,2,1,Moderate,1,True
5.851588917088357,4.0,7.101620245801968,3.6,3.372686134524033,2.5428023237639,Low,1,0,2,3,1,Moderate,1,True
5.25442101693805,3.0,6.159975606364129,5.4,4.314514616118204,2.745057917432601,Low,1,0,2,2,1,Moderate,1,True
5.0,1.9,7.396358670620131,0.4,8.604516275718458,2.701671077051367,Low,2,0,1,5,2,Low,0,False
8.959936965594913,1.8,7.532329893679418,2.5,3.52284921887498,3.610249668783944,High,0,0,0,1,0,High,2,False
5.470207513723504,0.7,9.391245133855854,5.7,2.609391903003208,2.5223605710571224,Low,1,-1,2,6,1,Moderate,1,True
7.362124814442679,1.1,7.858721801391193,2.5,5.433964684183287,3.360632462411936,Moderate,0,0,1,0,0,High,2,True
5.36023711512988,0.9,5.892721299692341,4.0,7.26661650439342,2.934538694804492,Low,2,0,1,5,2,Low,0,False
5.397301668481377,0.4,8.971763680629655,1.1,8.386642264234238,2.4830811709561447,Low,2,0,1,6,2,Low,0,False
5.717261707322078,1.0,8.751095086257216,5.1,4.216642191811807,2.939191245791274,Low,1,0,2,6,1,Moderate,1,True
9.364468767206384,1.6,8.618455631124128,1.0,4.165225814007337,3.4574590188808654,High,0,0,0,7,0,High,2,False
5.0,0.3,6.182116030431166,0.2,12.03058208281594,2.646120837619814,Low,2,1,1,5,2,Low,0,False
5.992864529226688,2.3,7.122096978497658,5.4,3.237314833463281,2.765017346797232,Low,1,0,2,2,1,Moderate,1,True
6.543504588889776,1.5,7.776141573932885,1.6,6.359696106816255,3.0891698142355297,Moderate,2,0,1,0,2,Low,0,True
8.147339165355282,1.6,7.478727901246644,2.6,4.242220312072574,3.27675211837687,High,0,0,0,0,0,High,2,False
8.977890727278094,0.6,9.146736873501256,2.6,2.748855656455182,3.3025849160714307,High,0,0,0,7,0,High,2,False
9.438525958255193,3.2,7.22298067549417,0.1,3.946440888053712,3.514051433238183,High,0,0,0,1,0,High,2,False
8.781620072582983,1.0,5.800987111988203,5.0,4.1068315887081575,2.915386422581913,High,1,0,2,4,1,Moderate,1,True
9.717411542310112,2.1,5.270029404282464,1.6,3.9785268941863032,3.550150342671334,High,0,0,0,1,0,High,2,False
5.5,2.2,8.06429689151975,5.0,1.8830077393086848,2.7413295531588058,Moderate,1,0,2,2,1,Moderate,1,False
6.5,0.0,6.061352265481847,5.4,6.907288745165262,3.0560571701316834,High,2,0,1,6,2,Low,0,True
7.742253151914791,2.7,5.923764514341242,5.5,2.0691350736906644,3.411721555824105,High,0,0,2,4,0,High,2,False
7.221746691612103,1.5,7.174897326069104,0.3,7.111737175880532,3.0768757623687604,Moderate,2,0,1,0,2,Low,0,True
5.446674323656292,2.4,6.906746354479446,2.3,7.623768938459515,2.6098812127116893,Low,2,0,1,5,2,Low,0,False
6.428813429293031,1.4,8.59131748030557,1.8,6.001937147703764,2.682974850548609,Moderate,2,0,1,6,2,Low,0,True
8.275899261439486,3.7,8.815300187794021,0.7,2.309709335125345,3.7708667314575655,High,0,0,0,1,0,High,2,False
5.287475438691605,1.0,8.11985742681354,0.3,9.545836566956837,3.283909738797333,Low,2,-1,1,5,2,Low,0,False
6.5,3.1,5.3897213601519445,0.5,8.2131949006212,2.966578715105028,High,2,0,1,5,2,Low,0,True
8.782009488139007,2.0,8.181727895453582,2.2,3.1428760640713205,3.530546305620026,High,0,0,0,1,0,High,2,False
9.578050382770613,2.8,7.036502495519782,3.4,2.353972761377672,3.2674491437038458,High,0,0,0,1,0,High,2,False
6.965556114149077,0.4,9.900961760885323,0.8,6.365679880324986,3.0463049180723165,Moderate,2,0,1,0,2,Low,0,True
6.248571511179277,2.2,9.646581160332603,4.4,2.2709919506329377,2.9634463256028947,Low,1,0,2,3,1,Moderate,1,True
8.969057528071659,2.6,8.672886757515464,3.3,0.334730266390131,3.2900427554334493,High,0,0,0,1,0,High,2,False
6.746483872660482,4.0,9.399004782891494,0.2,3.955823358689828,2.581840274954848,Moderate,1,0,2,3,1,Moderate,1,False
8.421245720518437,3.7,6.283259057522082,3.4,2.408854997831898,3.068650356982612,High,0,0,0,2,0,High,2,False
9.15415321477283,3.9,9.447060202596475,0.4,0.3722176374589799,3.557184421644277,High,0,0,0,1,0,High,2,False
9.208282938579078,3.4,6.684986039445193,3.9,0.9696812897925676,3.4009846488575235,High,0,0,0,1,0,High,2,False
6.5,0.5,5.0,4.2,7.810832297016435,2.840703604143675,High,2,0,1,5,2,Low,0,True
6.5,2.9,5.0,1.9,7.050263538294265,3.279242541711444,High,2,0,1,5,2,Low,0,True
5.774704689278103,2.5,9.495487360795934,3.4,2.1273398406654427,2.989330479382666,Moderate,1,0,2,3,1,Moderate,1,False
5.963558629923558,0.1,9.157270219841529,0.1,8.498088322820104,2.923023240903943,Moderate,2,0,1,5,2,Low,0,True
9.790714418443654,3.2,9.40324972861082,0.4,0.533726860240539,3.66115704032136,High,0,0,0,1,0,High,2,False
9.32760527909656,1.6,7.562182850884123,3.8,2.4290333560794024,3.2345400011805023,High,0,0,0,4,0,High,2,False
7.336362529117341,3.0,6.836024231315237,0.7,6.961367864612274,3.3902395791275284,Moderate,2,0,1,0,2,Low,0,True
6.167362240218423,1.1,6.916868077574018,1.4,8.187398996832643,3.0640428102475434,Moderate,2,0,1,5,2,Low,0,True
7.490379619221404,2.7,6.022804634420298,5.7,2.27386847555012,3.065282613823637,Moderate,1,0,2,2,1,Moderate,1,False
10.0,0.4,7.102653592009084,5.3,2.5821525708624407,3.307192190194232,High,0,0,0,4,0,High,2,False
7.865365965971639,0.7,10.0,1.2,3.8451296198223632,3.371882783676716,High,0,0,0,7,0,High,2,False
10.0,2.6,8.336638405950472,1.9,2.005214394030707,3.3605422458205427,High,0,0,0,1,0,High,2,False
6.247342645080263,0.7,8.796939284352291,2.1,6.075724678390498,2.788289978337056,Moderate,2,0,1,6,2,Low,0,True
5.389438219509873,3.9,9.410253314717371,5.0,0.274899069620848,3.1195196738483086,Low,1,0,2,3,1,Moderate,1,True
8.59750099216066,0.6,9.19018444202936,1.3,4.742624650093093,3.208979267057799,High,0,0,0,7,0,High,2,False
6.438633594337361,2.1,8.16616289608365,3.5,4.498776920695585,2.8545843232829338,Moderate,1,0,2,0,1,Moderate,1,False
9.33950094130145,3.8,9.26007706739662,1.2,0.3417331797927965,3.4189160453359912,High,0,0,0,1,0,High,2,False
8.473037780690461,2.2,5.363974426479377,2.5,5.752230109961264,2.926679193067028,High,2,0,1,0,2,Low,0,True
8.624766593471984,2.0,5.813949698926317,1.3,6.64228944394872,3.140694910466625,High,2,0,1,0,2,Low,0,True
8.444158290244888,0.3,9.662856210732867,3.0,2.998326474456222,3.770563884830933,High,0,0,0,7,0,High,2,False
8.936666734869332,1.4,8.543223172030826,2.9,2.067675121507236,3.2550963215733746,High,0,0,0,7,0,High,2,False
6.071622535391282,3.5,9.51573272100688,3.4,1.980812989860052,3.077536854019493,Moderate,1,0,2,3,1,Moderate,1,False
7.940756136080459,2.7,7.984066271332074,3.5,1.0613173337665294,3.305721899838446,High,0,0,0,1,0,High,2,False
6.071565425228758,3.5,9.886892034588817,0.2,5.39703126898757,2.84463397230145,Low,1,0,1,3,1,Moderate,1,True
6.5,3.0,5.962754633060665,4.9,3.5368331663360357,2.991582217022604,High,1,0,2,2,1,Moderate,1,True
9.46129795331249,2.0,5.981307836664377,1.7,6.104101712803266,3.424299674037381,High,0,0,0,0,0,High,2,False
8.089319963965714,1.0,7.842255421965256,3.2,3.5517456041308666,3.2002978229150574,High,0,0,0,7,0,High,2,False
8.661564440137534,0.4,8.5931964243348,3.2,2.7047728842379164,3.2650170827077827,High,0,0,0,7,0,High,2,False
8.20340225068926,3.7,5.625639348460164,5.6,0.940418337142938,3.301714918018845,High,0,0,0,4,0,High,2,False
8.71797290116625,0.3,6.619170215893697,4.2,4.593995310438306,3.297546076340325,High,0,0,0,4,0,High,2,False
